Gene stable ID,length
ENSMUSG00000073877,1628
ENSMUSG00000027067,11486
ENSMUSG00000003154,5960
ENSMUSG00000053522,1590
ENSMUSG00000073876,6952
ENSMUSG00000060261,57884
ENSMUSG00000040552,4303
ENSMUSG00000030327,4527
ENSMUSG00000020788,23777
ENSMUSG00000049037,1552
ENSMUSG00000040563,6686
ENSMUSG00000028575,2221
ENSMUSG00000043832,2866
ENSMUSG00000059639,770
ENSMUSG00000062627,18537
ENSMUSG00000038717,7749
ENSMUSG00000059890,23026
ENSMUSG00000027560,1760
ENSMUSG00000067578,2899
ENSMUSG00000092035,13230
ENSMUSG00000038537,2622
ENSMUSG00000017978,41431
ENSMUSG00000027495,3614
ENSMUSG00000033955,23510
ENSMUSG00000052684,6376
ENSMUSG00000058908,1240
ENSMUSG00000041000,6463
ENSMUSG00000055980,9142
ENSMUSG00000002033,3962
ENSMUSG00000028789,11009
ENSMUSG00000026142,10397
ENSMUSG00000044338,4009
ENSMUSG00000075224,11181
ENSMUSG00000032094,2192
ENSMUSG00000075223,3938
ENSMUSG00000004768,23192
ENSMUSG00000075222,4678
ENSMUSG00000020787,5381
ENSMUSG00000032093,4904
ENSMUSG00000027496,6908
ENSMUSG00000028792,3849
ENSMUSG00000032092,9802
ENSMUSG00000042215,3966
ENSMUSG00000020176,18096
ENSMUSG00000042197,23440
ENSMUSG00000070305,11378
ENSMUSG00000028793,9846
ENSMUSG00000027346,31607
ENSMUSG00000048534,6761
ENSMUSG00000042182,8752
ENSMUSG00000028786,3438
ENSMUSG00000070304,4652
ENSMUSG00000046480,4977
ENSMUSG00000026131,136435
ENSMUSG00000032091,8388
ENSMUSG00000028785,10790
ENSMUSG00000020785,8126
ENSMUSG00000001334,5829
ENSMUSG00000091996,4160
ENSMUSG00000032089,9651
ENSMUSG00000040928,27671
ENSMUSG00000020867,6919
ENSMUSG00000037129,3232
ENSMUSG00000020783,18120
ENSMUSG00000066705,5921
ENSMUSG00000070348,5972
ENSMUSG00000031072,11264
ENSMUSG00000028811,9447
ENSMUSG00000059412,8778
ENSMUSG00000005947,7613
ENSMUSG00000030651,3682
ENSMUSG00000040364,2466
ENSMUSG00000070564,4803
ENSMUSG00000050390,16126
ENSMUSG00000003273,3975
ENSMUSG00000075221,5764
ENSMUSG00000075220,944
ENSMUSG00000027498,4115
ENSMUSG00000059824,6777
ENSMUSG00000075219,5704
ENSMUSG00000079469,19693
ENSMUSG00000075218,2816
ENSMUSG00000001333,4364
ENSMUSG00000075217,2260
ENSMUSG00000057342,9466
ENSMUSG00000057236,10163
ENSMUSG00000044991,3974
ENSMUSG00000032418,7850
ENSMUSG00000059070,8457
ENSMUSG00000027350,2735
ENSMUSG00000057572,6545
ENSMUSG00000050107,2809
ENSMUSG00000005950,4443
ENSMUSG00000074570,12638
ENSMUSG00000052631,10803
ENSMUSG00000033491,3442
ENSMUSG00000028807,2316
ENSMUSG00000033419,30159
ENSMUSG00000054161,6729
ENSMUSG00000028214,3991
ENSMUSG00000047260,1891
ENSMUSG00000070563,706
ENSMUSG00000028217,6716
ENSMUSG00000003271,8744
ENSMUSG00000053287,5840
ENSMUSG00000040158,5697
ENSMUSG00000059379,3362
ENSMUSG00000037376,11607
ENSMUSG00000020173,34206
ENSMUSG00000049225,14443
ENSMUSG00000062044,23415
ENSMUSG00000030016,46424
ENSMUSG00000033850,5860
ENSMUSG00000027502,5017
ENSMUSG00000049488,17303
ENSMUSG00000058743,3275
ENSMUSG00000074569,4010
ENSMUSG00000027505,696
ENSMUSG00000053801,6477
ENSMUSG00000059873,4801
ENSMUSG00000044923,4520
ENSMUSG00000027353,7271
ENSMUSG00000002771,11655
ENSMUSG00000052137,6467
ENSMUSG00000002778,5093
ENSMUSG00000046667,7217
ENSMUSG00000095654,1184
ENSMUSG00000032369,4841
ENSMUSG00000028218,10237
ENSMUSG00000043267,2954
ENSMUSG00000042796,3763
ENSMUSG00000040231,2238
ENSMUSG00000045392,13824
ENSMUSG00000084135,1038
ENSMUSG00000002781,17673
ENSMUSG00000028640,13620
ENSMUSG00000032372,6727
ENSMUSG00000005949,7276
ENSMUSG00000028760,52323
ENSMUSG00000074139,4250
ENSMUSG00000040212,2859
ENSMUSG00000102091,4881
ENSMUSG00000099820,3202
ENSMUSG00000032377,4740
ENSMUSG00000075205,5839
ENSMUSG00000075204,9043
ENSMUSG00000040189,14872
ENSMUSG00000075203,941
ENSMUSG00000075202,9212
ENSMUSG00000048834,9643
ENSMUSG00000075201,6209
ENSMUSG00000042111,3601
ENSMUSG00000027357,6355
ENSMUSG00000026127,12444
ENSMUSG00000032374,9978
ENSMUSG00000005951,5649
ENSMUSG00000030834,7099
ENSMUSG00000030321,4860
ENSMUSG00000042213,14333
ENSMUSG00000078974,5396
ENSMUSG00000075200,9073
ENSMUSG00000026126,8906
ENSMUSG00000075199,3708
ENSMUSG00000030835,7057
ENSMUSG00000075198,6827
ENSMUSG00000030165,3415
ENSMUSG00000043110,3710
ENSMUSG00000032584,10341
ENSMUSG00000001506,7065
ENSMUSG00000075197,3718
ENSMUSG00000075196,3407
ENSMUSG00000075195,3941
ENSMUSG00000059934,1858
ENSMUSG00000075194,2420
ENSMUSG00000030228,29248
ENSMUSG00000075193,9385
ENSMUSG00000047149,4155
ENSMUSG00000023079,57978
ENSMUSG00000026125,1812
ENSMUSG00000027356,10881
ENSMUSG00000066368,3992
ENSMUSG00000032936,10258
ENSMUSG00000026124,1034
ENSMUSG00000037529,3680
ENSMUSG00000050122,19930
ENSMUSG00000075192,941
ENSMUSG00000032586,10428
ENSMUSG00000075190,2345
ENSMUSG00000075189,3560
ENSMUSG00000075188,3288
ENSMUSG00000096146,5449
ENSMUSG00000075187,4194
ENSMUSG00000027358,3552
ENSMUSG00000019370,3894
ENSMUSG00000075186,2658
ENSMUSG00000027261,2574
ENSMUSG00000070802,4146
ENSMUSG00000032596,27478
ENSMUSG00000041141,4087
ENSMUSG00000026114,8461
ENSMUSG00000108348,5066
ENSMUSG00000034723,12581
ENSMUSG00000003099,9360
ENSMUSG00000005952,10523
ENSMUSG00000026113,35816
ENSMUSG00000068824,942
ENSMUSG00000110804,960
ENSMUSG00000075176,11256
ENSMUSG00000075175,2083
ENSMUSG00000075174,4800
ENSMUSG00000111711,1117
ENSMUSG00000075172,5094
ENSMUSG00000047969,5327
ENSMUSG00000004328,9403
ENSMUSG00000078420,2933
ENSMUSG00000044213,2837
ENSMUSG00000075171,926
ENSMUSG00000086338,5034
ENSMUSG00000075170,9131
ENSMUSG00000075169,3830
ENSMUSG00000075168,5895
ENSMUSG00000070875,3903
ENSMUSG00000075167,4165
ENSMUSG00000049843,2866
ENSMUSG00000020122,14720
ENSMUSG00000075166,6416
ENSMUSG00000075165,3948
ENSMUSG00000066760,8260
ENSMUSG00000075164,6076
ENSMUSG00000075163,5493
ENSMUSG00000075161,5800
ENSMUSG00000053228,3254
ENSMUSG00000075160,13093
ENSMUSG00000079323,3774
ENSMUSG00000023159,5440
ENSMUSG00000028759,30657
ENSMUSG00000075159,4095
ENSMUSG00000041117,9616
ENSMUSG00000075158,4187
ENSMUSG00000042106,1584
ENSMUSG00000051177,24284
ENSMUSG00000032595,10298
ENSMUSG00000043029,5817
ENSMUSG00000044966,3207
ENSMUSG00000093456,2863
ENSMUSG00000020120,8327
ENSMUSG00000032594,13554
ENSMUSG00000044629,4649
ENSMUSG00000070284,7164
ENSMUSG00000033953,3641
ENSMUSG00000072708,7308
ENSMUSG00000078970,3531
ENSMUSG00000041528,32064
ENSMUSG00000044487,2397
ENSMUSG00000045349,9069
ENSMUSG00000058761,7854
ENSMUSG00000070857,2927
ENSMUSG00000060630,4822
ENSMUSG00000035211,10557
ENSMUSG00000070856,9262
ENSMUSG00000020116,2037
ENSMUSG00000070855,10576
ENSMUSG00000026112,5348
ENSMUSG00000089732,982
ENSMUSG00000028758,10750
ENSMUSG00000083706,5969
ENSMUSG00000000581,5031
ENSMUSG00000026111,6343
ENSMUSG00000081234,5419
ENSMUSG00000070852,2938
ENSMUSG00000047594,6113
ENSMUSG00000096679,2259
ENSMUSG00000043274,6703
ENSMUSG00000110204,945
ENSMUSG00000094488,4982
ENSMUSG00000058014,4338
ENSMUSG00000050772,3375
ENSMUSG00000016984,4179
ENSMUSG00000028757,2109
ENSMUSG00000060759,1936
ENSMUSG00000058194,2769
ENSMUSG00000060105,957
ENSMUSG00000025839,3799
ENSMUSG00000110092,5608
ENSMUSG00000062712,10703
ENSMUSG00000063823,8923
ENSMUSG00000025838,5680
ENSMUSG00000056883,13122
ENSMUSG00000028756,5531
ENSMUSG00000026072,11098
ENSMUSG00000063230,29904
ENSMUSG00000047444,3578
ENSMUSG00000061520,1257
ENSMUSG00000075156,935
ENSMUSG00000043692,2796
ENSMUSG00000062272,5598
ENSMUSG00000028755,1560
ENSMUSG00000069476,11027
ENSMUSG00000052508,12846
ENSMUSG00000059205,5287
ENSMUSG00000068819,4163
ENSMUSG00000078235,2436
ENSMUSG00000070942,9991
ENSMUSG00000070380,3172
ENSMUSG00000068818,4184
ENSMUSG00000041241,8137
ENSMUSG00000095901,2849
ENSMUSG00000020160,31368
ENSMUSG00000075155,1932
ENSMUSG00000093942,9890
ENSMUSG00000111747,3403
ENSMUSG00000096069,3870
ENSMUSG00000075153,3578
ENSMUSG00000075151,1066
ENSMUSG00000094819,2341
ENSMUSG00000075150,4003
ENSMUSG00000046447,4442
ENSMUSG00000026069,14567
ENSMUSG00000075149,2544
ENSMUSG00000059136,13370
ENSMUSG00000028367,1046
ENSMUSG00000068817,3493
ENSMUSG00000066122,7189
ENSMUSG00000057997,3317
ENSMUSG00000038709,2071
ENSMUSG00000073960,959
ENSMUSG00000057378,83850
ENSMUSG00000073959,4113
ENSMUSG00000078080,1029
ENSMUSG00000066268,16678
ENSMUSG00000051362,1917
ENSMUSG00000063615,5000
ENSMUSG00000110259,6602
ENSMUSG00000028369,20566
ENSMUSG00000042219,959
ENSMUSG00000073938,6935
ENSMUSG00000073937,4851
ENSMUSG00000080751,954
ENSMUSG00000094520,9528
ENSMUSG00000026070,9428
ENSMUSG00000094063,2121
ENSMUSG00000066263,7587
ENSMUSG00000096773,12170
ENSMUSG00000073915,6782
ENSMUSG00000038807,25570
ENSMUSG00000073914,4163
ENSMUSG00000073913,3308
ENSMUSG00000026068,9366
ENSMUSG00000096029,16051
ENSMUSG00000041885,934
ENSMUSG00000095248,18854
ENSMUSG00000059768,932
ENSMUSG00000073906,2250
ENSMUSG00000044465,32080
ENSMUSG00000026065,7066
ENSMUSG00000038668,18431
ENSMUSG00000032593,2542
ENSMUSG00000032591,5598
ENSMUSG00000055322,67662
ENSMUSG00000069814,3998
ENSMUSG00000078674,923
ENSMUSG00000045671,8027
ENSMUSG00000078673,1635
ENSMUSG00000020152,6153
ENSMUSG00000032590,14633
ENSMUSG00000058523,918
ENSMUSG00000078672,921
ENSMUSG00000020149,10947
ENSMUSG00000066154,1840
ENSMUSG00000066153,671
ENSMUSG00000028389,14022
ENSMUSG00000020741,17394
ENSMUSG00000078611,1915
ENSMUSG00000030897,4450
ENSMUSG00000066152,3418
ENSMUSG00000037060,1660
ENSMUSG00000032589,23414
ENSMUSG00000052974,3190
ENSMUSG00000028523,7287
ENSMUSG00000078787,3124
ENSMUSG00000066090,1128
ENSMUSG00000058709,4741
ENSMUSG00000035126,15822
ENSMUSG00000039952,20087
ENSMUSG00000061815,4123
ENSMUSG00000053291,6055
ENSMUSG00000033392,37697
ENSMUSG00000026180,3044
ENSMUSG00000095538,1681
ENSMUSG00000048480,2573
ENSMUSG00000089661,2345
ENSMUSG00000006304,4432
ENSMUSG00000061479,7632
ENSMUSG00000028522,31672
ENSMUSG00000044066,10540
ENSMUSG00000078786,10493
ENSMUSG00000020142,7782
ENSMUSG00000064272,1074
ENSMUSG00000003752,7371
ENSMUSG00000006299,8240
ENSMUSG00000003762,11770
ENSMUSG00000020745,27806
ENSMUSG00000026179,14880
ENSMUSG00000063160,15282
ENSMUSG00000049800,13254
ENSMUSG00000089832,13294
ENSMUSG00000028521,13715
ENSMUSG00000010554,18537
ENSMUSG00000075148,935
ENSMUSG00000068816,5202
ENSMUSG00000028520,6461
ENSMUSG00000068815,4937
ENSMUSG00000068814,1921
ENSMUSG00000061875,4037
ENSMUSG00000006301,21338
ENSMUSG00000070853,3309
ENSMUSG00000038893,4709
ENSMUSG00000047039,3790
ENSMUSG00000045225,7131
ENSMUSG00000092367,549
ENSMUSG00000048197,3098
ENSMUSG00000035069,2745
ENSMUSG00000075146,6468
ENSMUSG00000040466,5224
ENSMUSG00000041255,1225
ENSMUSG00000000282,5976
ENSMUSG00000055200,1327
ENSMUSG00000075145,5110
ENSMUSG00000008384,1595
ENSMUSG00000075144,7642
ENSMUSG00000053198,28454
ENSMUSG00000075143,4619
ENSMUSG00000075142,956
ENSMUSG00000049659,20302
ENSMUSG00000062793,941
ENSMUSG00000028613,56459
ENSMUSG00000039943,24611
ENSMUSG00000033364,21066
ENSMUSG00000009741,17636
ENSMUSG00000040424,5328
ENSMUSG00000003363,7902
ENSMUSG00000042363,5193
ENSMUSG00000092517,2260
ENSMUSG00000006311,1042
ENSMUSG00000020873,4649
ENSMUSG00000036733,4382
ENSMUSG00000026174,4853
ENSMUSG00000032507,9382
ENSMUSG00000026173,25355
ENSMUSG00000078762,8006
ENSMUSG00000038351,13284
ENSMUSG00000027270,5903
ENSMUSG00000086596,4078
ENSMUSG00000075133,4303
ENSMUSG00000039913,10879
ENSMUSG00000053820,443
ENSMUSG00000047409,7069
ENSMUSG00000049761,1220
ENSMUSG00000074771,18421
ENSMUSG00000013083,1778
ENSMUSG00000020134,11830
ENSMUSG00000005553,10766
ENSMUSG00000070280,3124
ENSMUSG00000035769,12921
ENSMUSG00000057522,7493
ENSMUSG00000027273,7991
ENSMUSG00000026135,38819
ENSMUSG00000006315,5181
ENSMUSG00000046719,2097
ENSMUSG00000038335,10602
ENSMUSG00000061393,8614
ENSMUSG00000027274,6907
ENSMUSG00000026172,5463
ENSMUSG00000061099,3472
ENSMUSG00000115423,941
ENSMUSG00000116563,179
ENSMUSG00000026930,20019
ENSMUSG00000034210,17073
ENSMUSG00000030898,3889
ENSMUSG00000034533,22067
ENSMUSG00000026171,7409
ENSMUSG00000000120,3440
ENSMUSG00000031073,5560
ENSMUSG00000074366,3364
ENSMUSG00000038845,4258
ENSMUSG00000041583,1341
ENSMUSG00000041578,9293
ENSMUSG00000075595,23622
ENSMUSG00000033276,25824
ENSMUSG00000041571,730
ENSMUSG00000050860,3086
ENSMUSG00000044556,800
ENSMUSG00000041560,6826
ENSMUSG00000020128,16764
ENSMUSG00000028710,10758
ENSMUSG00000044042,34445
ENSMUSG00000074364,5485
ENSMUSG00000028709,3898
ENSMUSG00000070808,18581
ENSMUSG00000034115,11682
ENSMUSG00000028708,15607
ENSMUSG00000078796,13476
ENSMUSG00000032512,19439
ENSMUSG00000006024,6129
ENSMUSG00000018381,6850
ENSMUSG00000006021,6521
ENSMUSG00000073774,2976
ENSMUSG00000033257,26626
ENSMUSG00000028707,13833
ENSMUSG00000075467,5677
ENSMUSG00000001323,20543
ENSMUSG00000030376,9413
ENSMUSG00000026928,4316
ENSMUSG00000034171,18663
ENSMUSG00000025102,2724
ENSMUSG00000027281,17520
ENSMUSG00000026170,3306
ENSMUSG00000025103,4667
ENSMUSG00000006542,11635
ENSMUSG00000028706,9609
ENSMUSG00000038623,12442
ENSMUSG00000027276,7044
ENSMUSG00000052336,8241
ENSMUSG00000063882,2736
ENSMUSG00000032513,4712
ENSMUSG00000038811,4970
ENSMUSG00000025104,11057
ENSMUSG00000028703,5255
ENSMUSG00000032514,12296
ENSMUSG00000062098,10671
ENSMUSG00000007946,2219
ENSMUSG00000013418,1711
ENSMUSG00000032737,20293
ENSMUSG00000033227,2985
ENSMUSG00000028702,12704
ENSMUSG00000001891,5753
ENSMUSG00000068615,2877
ENSMUSG00000026167,3098
ENSMUSG00000026197,8251
ENSMUSG00000026882,1221
ENSMUSG00000039092,4961
ENSMUSG00000029126,6549
ENSMUSG00000028700,20193
ENSMUSG00000038290,13917
ENSMUSG00000032515,8970
ENSMUSG00000036281,21618
ENSMUSG00000029127,20016
ENSMUSG00000026198,13518
ENSMUSG00000079243,11596
ENSMUSG00000042262,1173
ENSMUSG00000032725,4004
ENSMUSG00000032519,5973
ENSMUSG00000001827,12243
ENSMUSG00000067367,9411
ENSMUSG00000020321,7957
ENSMUSG00000032518,6147
ENSMUSG00000033124,26746
ENSMUSG00000079421,2511
ENSMUSG00000020319,8458
ENSMUSG00000074766,5896
ENSMUSG00000032517,9387
ENSMUSG00000078630,4142
ENSMUSG00000030842,3705
ENSMUSG00000067365,5185
ENSMUSG00000064307,8125
ENSMUSG00000068614,1767
ENSMUSG00000050912,6294
ENSMUSG00000039358,3151
ENSMUSG00000005107,24116
ENSMUSG00000035778,17990
ENSMUSG00000026199,16265
ENSMUSG00000057367,8843
ENSMUSG00000005917,8820
ENSMUSG00000066306,19027
ENSMUSG00000032000,8355
ENSMUSG00000042302,18082
ENSMUSG00000039033,8408
ENSMUSG00000053110,20457
ENSMUSG00000026200,16969
ENSMUSG00000028701,6197
ENSMUSG00000028699,3719
ENSMUSG00000055900,1562
ENSMUSG00000028693,12885
ENSMUSG00000070427,5976
ENSMUSG00000051596,8314
ENSMUSG00000049904,1564
ENSMUSG00000070426,9033
ENSMUSG00000057058,13601
ENSMUSG00000045624,5774
ENSMUSG00000053070,2114
ENSMUSG00000040729,10221
ENSMUSG00000026201,14882
ENSMUSG00000074764,3289
ENSMUSG00000029447,4525
ENSMUSG00000031997,9312
ENSMUSG00000029673,52976
ENSMUSG00000028692,4762
ENSMUSG00000099481,14164
ENSMUSG00000026927,16079
ENSMUSG00000004415,14279
ENSMUSG00000028691,5604
ENSMUSG00000026202,9300
ENSMUSG00000030649,14825
ENSMUSG00000020876,7750
ENSMUSG00000096094,1685
ENSMUSG00000026203,14761
ENSMUSG00000028836,9472
ENSMUSG00000033335,25476
ENSMUSG00000033917,3656
ENSMUSG00000018666,7156
ENSMUSG00000038615,29589
ENSMUSG00000033904,20852
ENSMUSG00000028838,5167
ENSMUSG00000007987,5332
ENSMUSG00000026204,6044
ENSMUSG00000019054,4364
ENSMUSG00000037366,8148
ENSMUSG00000040383,21448
ENSMUSG00000030982,28786
ENSMUSG00000001739,4358
ENSMUSG00000018672,3590
ENSMUSG00000059518,4799
ENSMUSG00000033061,2220
ENSMUSG00000018669,11060
ENSMUSG00000028832,3895
ENSMUSG00000026209,17382
ENSMUSG00000004846,10793
ENSMUSG00000040321,6893
ENSMUSG00000068205,28831
ENSMUSG00000037348,8530
ENSMUSG00000078521,1272
ENSMUSG00000046671,12791
ENSMUSG00000037428,8233
ENSMUSG00000047040,7471
ENSMUSG00000004849,3852
ENSMUSG00000018659,5231
ENSMUSG00000050989,4031
ENSMUSG00000051379,8040
ENSMUSG00000043279,10140
ENSMUSG00000018678,8307
ENSMUSG00000037390,15028
ENSMUSG00000026208,4632
ENSMUSG00000026926,6957
ENSMUSG00000037306,7461
ENSMUSG00000035024,17334
ENSMUSG00000118522,1354
ENSMUSG00000094840,3745
ENSMUSG00000030980,16584
ENSMUSG00000026207,33524
ENSMUSG00000038560,7163
ENSMUSG00000023328,11656
ENSMUSG00000020877,4492
ENSMUSG00000037295,8077
ENSMUSG00000073856,10860
ENSMUSG00000020878,1328
ENSMUSG00000051502,1437
ENSMUSG00000023348,3710
ENSMUSG00000070661,2501
ENSMUSG00000057147,13957
ENSMUSG00000001445,2442
ENSMUSG00000041143,8841
ENSMUSG00000008734,7301
ENSMUSG00000001444,2482
ENSMUSG00000037344,6125
ENSMUSG00000038517,15074
ENSMUSG00000091205,5365
ENSMUSG00000030976,954
ENSMUSG00000039990,14043
ENSMUSG00000029710,19969
ENSMUSG00000028747,3696
ENSMUSG00000001440,7288
ENSMUSG00000041120,2788
ENSMUSG00000050608,3821
ENSMUSG00000040282,7415
ENSMUSG00000028745,11129
ENSMUSG00000026925,15183
ENSMUSG00000041986,6898
ENSMUSG00000001441,24364
ENSMUSG00000030981,6103
ENSMUSG00000033021,10902
ENSMUSG00000032336,15222
ENSMUSG00000030979,10216
ENSMUSG00000038844,20930
ENSMUSG00000079173,38659
ENSMUSG00000028744,8449
ENSMUSG00000030983,3626
ENSMUSG00000032280,47746
ENSMUSG00000079457,2724
ENSMUSG00000053111,5171
ENSMUSG00000028743,1981
ENSMUSG00000118591,890
ENSMUSG00000028741,5516
ENSMUSG00000008333,5781
ENSMUSG00000118607,890
ENSMUSG00000070034,12104
ENSMUSG00000018882,2913
ENSMUSG00000030986,14615
ENSMUSG00000056579,24561
ENSMUSG00000078517,14432
ENSMUSG00000027416,945
ENSMUSG00000034543,13510
ENSMUSG00000027419,8395
ENSMUSG00000070031,5805
ENSMUSG00000029711,2260
ENSMUSG00000027420,4516
ENSMUSG00000029715,1866
ENSMUSG00000026222,18687
ENSMUSG00000030603,6569
ENSMUSG00000029714,6235
ENSMUSG00000015932,1907
ENSMUSG00000026924,25130
ENSMUSG00000066036,47937
ENSMUSG00000029713,17196
ENSMUSG00000047730,26029
ENSMUSG00000057113,6174
ENSMUSG00000078776,23425
ENSMUSG00000046865,5739
ENSMUSG00000040610,1530
ENSMUSG00000018925,1860
ENSMUSG00000002409,7042
ENSMUSG00000035042,1195
ENSMUSG00000019122,3396
ENSMUSG00000029712,9326
ENSMUSG00000027422,14522
ENSMUSG00000018927,2649
ENSMUSG00000000982,763
ENSMUSG00000046058,1391
ENSMUSG00000070705,1750
ENSMUSG00000046750,1641
ENSMUSG00000018930,657
ENSMUSG00000003436,4123
ENSMUSG00000020936,6000
ENSMUSG00000052760,7612
ENSMUSG00000029716,18246
ENSMUSG00000003438,4189
ENSMUSG00000020937,6466
ENSMUSG00000026288,30379
ENSMUSG00000037307,973
ENSMUSG00000003435,17621
ENSMUSG00000048878,3494
ENSMUSG00000043372,4821
ENSMUSG00000027423,8184
ENSMUSG00000055805,16124
ENSMUSG00000026923,16654
ENSMUSG00000037221,4884
ENSMUSG00000039838,6695
ENSMUSG00000013936,5926
ENSMUSG00000014592,38547
ENSMUSG00000032816,20211
ENSMUSG00000121575,470
ENSMUSG00000025479,4971
ENSMUSG00000044787,1107
ENSMUSG00000025480,1724
ENSMUSG00000020941,8639
ENSMUSG00000027424,7492
ENSMUSG00000060314,7065
ENSMUSG00000110136,983
ENSMUSG00000043036,14152
ENSMUSG00000025481,4681
ENSMUSG00000040652,5514
ENSMUSG00000027210,33037
ENSMUSG00000034247,8208
ENSMUSG00000038828,19301
ENSMUSG00000038801,452
ENSMUSG00000025482,4248
ENSMUSG00000037674,21224
ENSMUSG00000025484,7557
ENSMUSG00000034255,17966
ENSMUSG00000039768,20736
ENSMUSG00000025485,19728
ENSMUSG00000091345,10024
ENSMUSG00000025486,13663
ENSMUSG00000010066,29343
ENSMUSG00000039759,2448
ENSMUSG00000029165,38808
ENSMUSG00000020496,1945
ENSMUSG00000036964,6678
ENSMUSG00000047777,3201
ENSMUSG00000025487,10946
ENSMUSG00000073700,3982
ENSMUSG00000020455,8056
ENSMUSG00000028952,10003
ENSMUSG00000080152,765
ENSMUSG00000056895,613
ENSMUSG00000026289,24611
ENSMUSG00000080712,380
ENSMUSG00000078851,2145
ENSMUSG00000049928,6588
ENSMUSG00000028950,2857
ENSMUSG00000028948,14041
ENSMUSG00000020907,1037
ENSMUSG00000097886,1401
ENSMUSG00000033044,3139
ENSMUSG00000033066,17916
ENSMUSG00000025488,358
ENSMUSG00000037279,3623
ENSMUSG00000038268,3411
ENSMUSG00000051276,1434
ENSMUSG00000046637,8567
ENSMUSG00000078789,6165
ENSMUSG00000026883,62891
ENSMUSG00000038745,11946
ENSMUSG00000058183,9628
ENSMUSG00000062031,14004
ENSMUSG00000045287,3523
ENSMUSG00000043099,6741
ENSMUSG00000035455,14849
ENSMUSG00000038803,1715
ENSMUSG00000056055,15633
ENSMUSG00000018654,26514
ENSMUSG00000029163,8280
ENSMUSG00000025489,763
ENSMUSG00000110104,493
ENSMUSG00000060591,653
ENSMUSG00000025491,2170
ENSMUSG00000029162,5227
ENSMUSG00000025492,676
ENSMUSG00000070738,12771
ENSMUSG00000059108,2146
ENSMUSG00000055629,8373
ENSMUSG00000046095,2698
ENSMUSG00000029161,2226
ENSMUSG00000029059,1839
ENSMUSG00000048013,4104
ENSMUSG00000045302,20097
ENSMUSG00000054065,10518
ENSMUSG00000042333,3924
ENSMUSG00000049287,5532
ENSMUSG00000005501,26115
ENSMUSG00000043448,4352
ENSMUSG00000020444,5336
ENSMUSG00000048001,1618
ENSMUSG00000006642,4113
ENSMUSG00000029056,11765
ENSMUSG00000029538,5435
ENSMUSG00000036860,3916
ENSMUSG00000025494,9739
ENSMUSG00000029536,1794
ENSMUSG00000029535,1086
ENSMUSG00000041697,1186
ENSMUSG00000020441,1278
ENSMUSG00000048076,3781
ENSMUSG00000054256,10828
ENSMUSG00000020549,13029
ENSMUSG00000054662,11461
ENSMUSG00000084845,6812
ENSMUSG00000028403,18479
ENSMUSG00000090165,3578
ENSMUSG00000090619,19206
ENSMUSG00000029522,2078
ENSMUSG00000090967,2592
ENSMUSG00000038192,1737
ENSMUSG00000030463,2301
ENSMUSG00000090175,2185
ENSMUSG00000068082,1067
ENSMUSG00000044254,3509
ENSMUSG00000092416,6494
ENSMUSG00000089675,2222
ENSMUSG00000029422,36263
ENSMUSG00000090124,8039
ENSMUSG00000027425,12463
ENSMUSG00000074158,8742
ENSMUSG00000025418,2752
ENSMUSG00000069727,4521
ENSMUSG00000091594,10001
ENSMUSG00000033389,13636
ENSMUSG00000085933,10690
ENSMUSG00000091926,2986
ENSMUSG00000092225,4069
ENSMUSG00000090751,35840
ENSMUSG00000090145,4541
ENSMUSG00000098387,691
ENSMUSG00000028609,1167
ENSMUSG00000026885,15429
ENSMUSG00000110190,2273
ENSMUSG00000054545,8493
ENSMUSG00000109969,2273
ENSMUSG00000090714,2268
ENSMUSG00000028608,14582
ENSMUSG00000089943,2198
ENSMUSG00000095936,10830
ENSMUSG00000090171,2206
ENSMUSG00000070828,2343
ENSMUSG00000026895,857
ENSMUSG00000037259,15956
ENSMUSG00000081984,1050
ENSMUSG00000092335,11053
ENSMUSG00000089960,2219
ENSMUSG00000030378,9831
ENSMUSG00000020542,17102
ENSMUSG00000079429,9993
ENSMUSG00000044783,13608
ENSMUSG00000094385,923
ENSMUSG00000094221,923
ENSMUSG00000095309,923
ENSMUSG00000096813,965
ENSMUSG00000093890,917
ENSMUSG00000029414,10461
ENSMUSG00000095758,923
ENSMUSG00000094879,923
ENSMUSG00000094208,923
ENSMUSG00000093941,920
ENSMUSG00000036251,12462
ENSMUSG00000026894,709
ENSMUSG00000074322,893
ENSMUSG00000047535,3849
ENSMUSG00000073940,700
ENSMUSG00000001508,5539
ENSMUSG00000027427,10986
ENSMUSG00000028607,5838
ENSMUSG00000052305,1371
ENSMUSG00000008932,7874
ENSMUSG00000078621,555
ENSMUSG00000052217,610
ENSMUSG00000038994,863
ENSMUSG00000038976,8188
ENSMUSG00000052187,630
ENSMUSG00000027428,2886
ENSMUSG00000058200,4012
ENSMUSG00000109824,1070
ENSMUSG00000066262,4006
ENSMUSG00000028600,12685
ENSMUSG00000073932,5413
ENSMUSG00000049797,4713
ENSMUSG00000090219,6131
ENSMUSG00000110012,8143
ENSMUSG00000040152,6483
ENSMUSG00000026295,2062
ENSMUSG00000047181,5358
ENSMUSG00000051340,3676
ENSMUSG00000073931,7827
ENSMUSG00000045502,1929
ENSMUSG00000055643,1914
ENSMUSG00000051618,2374
ENSMUSG00000049241,3284
ENSMUSG00000051437,2297
ENSMUSG00000023106,7863
